,label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
7,8,1088.66,185.08,0.9168607954545456,99,90,7.968765432098765,0.275,62.99,29.48,8100,2.1365638766519823,0.1344024691358024,1
8,9,9894.3,627.81,0.8662857750416062,381,90,72.42395061728395,1.0583333333333331,92.86,154.16,8100,0.6023588879528222,1.2215185185185184,3
9,10,572.2,128.82,0.8581691245288746,61,90,4.188395061728395,0.1694444444444444,24.55,36.36,8100,0.675,0.0706419753086419,1
10,11,163.48,82.42,0.8353154084798345,45,90,1.1966666666666668,0.125,14.94,22.21,8100,0.672514619883041,0.0201827160493827,1
11,12,826.34,255.85,0.81737041424067,153,90,6.048641975308642,0.425,16.23,87.79,8100,0.1849112426035503,0.1020172839506173,1
12,13,860.56,167.51,0.8888250152425747,72,90,6.299135802469136,0.2,22.08,53.51,8100,0.4126213592233009,0.1062419753086419,1
0,1,64.55,39.8,0.882407193912843,15,10,38.27,0.375,8.83,9.61,100,0.918918918918919,0.6455,1
1,2,64.31,46.42,0.8551244673693653,22,10,38.13,0.55,9.48,9.61,100,0.9864864864864864,0.6431,1
2,3,28.86,71.99,0.5699533644237175,28,10,17.11,0.7,10.65,6.62,100,1.607843137254902,0.2885999999999999,1
3,4,66.79,100.77,0.764774044032445,44,10,39.6,1.1,9.35,12.34,100,0.7578947368421053,0.6679,1
4,5,132.75,65.0,0.8862740682355591,31,10,78.71,0.775,10.0,19.48,100,0.5133333333333333,1.3275,2
5,6,91.94,44.9,0.9094094094094094,14,10,54.51,0.35,10.13,12.6,100,0.8041237113402062,0.9194,2
6,7,103.54,50.84,0.8788833214030064,22,10,61.39,0.55,9.22,16.62,100,0.5546875,1.0354,2
7,8,69.96,46.11,0.8549051937345424,20,10,41.48,0.5,9.09,10.65,100,0.8536585365853658,0.6995999999999999,1
8,9,77.04,47.31,0.8555909346319536,24,10,45.68,0.6,9.87,10.91,100,0.9047619047619048,0.7704000000000001,1
9,10,86.74,39.27,0.9415964848041012,10,10,51.43,0.25,9.87,11.17,100,0.8837209302325582,0.8674,2
10,11,70.42,53.74,0.8194308145240432,25,10,41.75,0.625,10.65,11.3,100,0.942528735632184,0.7042,1
11,12,69.98,50.47,0.794066985645933,24,10,41.49,0.6,9.61,13.12,100,0.7326732673267327,0.6998000000000001,1
12,13,68.17,47.77,0.8771701388888888,17,10,40.42,0.425,9.35,9.48,100,0.9863013698630136,0.6817,1
13,14,92.6,45.3,0.8621231155778895,17,10,54.9,0.425,11.17,12.34,100,0.9052631578947368,0.926,2
14,15,78.34,39.51,0.9168969601263324,12,10,46.45,0.3,9.35,10.65,100,0.8780487804878049,0.7834,1
15,16,91.75,49.05,0.8600790513833992,23,10,54.4,0.575,10.13,12.08,100,0.8387096774193549,0.9175,2
16,17,37.27,39.11,0.8083394294074616,20,10,22.1,0.5,7.14,8.44,100,0.8461538461538461,0.3727,1
17,18,53.99,37.67,0.8309968847352025,13,10,32.01,0.325,7.27,12.34,100,0.5894736842105263,0.5399,1
18,19,71.61,40.67,0.8942712721145746,13,10,42.46,0.325,8.44,11.95,100,0.7065217391304348,0.7161,1
19,20,80.45,40.7,0.879424778761062,14,10,47.7,0.35,10.0,11.43,100,0.875,0.8045,1
20,21,59.1,34.63,0.9211356466876972,9,10,35.04,0.225,6.36,12.21,100,0.5212765957446809,0.591,1
21,22,90.17,45.33,0.8870084619213539,18,10,53.46,0.45,10.52,12.73,100,0.826530612244898,0.9017,2
22,23,75.44,42.45,0.8685436893203884,17,10,44.73,0.425,8.57,12.08,100,0.7096774193548387,0.7544,1
23,24,96.71,43.53,0.9010056568196104,18,10,57.34,0.45,10.65,12.47,100,0.8541666666666666,0.9671,2
24,25,55.68,42.73,0.8142575234336458,25,10,33.01,0.625,8.83,10.13,100,0.8717948717948718,0.5568,1
25,26,90.59,49.82,0.8730494148244473,25,10,53.71,0.625,10.13,13.9,100,0.7289719626168224,0.9059,2
26,27,92.61,48.36,0.8624155803361081,22,10,54.91,0.55,11.3,11.95,100,0.9456521739130436,0.9261,2
27,28,88.99,43.36,0.9037341555327166,15,10,52.76,0.375,11.04,12.21,100,0.9042553191489362,0.8898999999999999,2
28,29,52.05,43.71,0.8351826792963464,19,10,30.86,0.475,8.7,8.44,100,1.0307692307692309,0.5205,1
29,30,105.18,43.68,0.9343721905903506,12,10,62.36,0.3,10.52,11.95,100,0.8804347826086957,1.0518,2
30,31,82.16,43.41,0.8883822724785702,20,10,48.71,0.5,9.35,12.21,100,0.7659574468085106,0.8216,2
31,32,109.16,48.59,0.9016439119531904,23,10,64.72,0.575,11.04,14.42,100,0.7657657657657657,1.0916,2
32,33,95.11,47.93,0.8826107372045704,25,10,56.39,0.625,10.78,13.25,100,0.8137254901960784,0.9511,2
33,34,101.45,48.34,0.8928306367819504,20,10,60.15,0.5,9.61,13.77,100,0.6981132075471698,1.0145,2
34,35,75.43,57.52,0.719781104136488,30,10,44.72,0.75,7.79,16.1,100,0.4838709677419355,0.7543000000000001,1
35,36,81.7,40.48,0.9030574198359432,11,10,48.44,0.275,9.87,10.52,100,0.9382716049382716,0.8170000000000001,1
36,37,84.23,45.56,0.8969109195402298,21,10,49.94,0.525,9.22,13.12,100,0.7029702970297029,0.8423,2
37,38,100.69,48.99,0.8648413733159496,28,10,59.7,0.7,10.78,15.58,100,0.6916666666666667,1.0069,2
38,39,58.8,51.13,0.8311874105865522,19,10,34.86,0.475,9.35,9.35,100,1.0,0.588,1
39,40,104.25,43.72,0.9312942594545728,19,10,61.81,0.475,9.74,13.38,100,0.7281553398058253,1.0425,2
40,41,5.57,11.85,0.7875894988066826,3,10,3.3,0.075,2.99,4.03,100,0.7419354838709677,0.0557,0
41,42,80.38,41.24,0.9149548857746208,17,10,47.66,0.425,8.83,11.3,100,0.7816091954022989,0.8038,1
42,43,103.39,44.94,0.9104411109460864,15,10,61.3,0.375,9.74,15.06,100,0.646551724137931,1.0339,2
43,44,110.96,52.07,0.906448057316065,19,10,65.79,0.475,10.26,15.97,100,0.6422764227642277,1.1096,2
44,45,96.26,44.82,0.9090474673462886,21,10,57.07,0.525,10.39,12.47,100,0.8333333333333334,0.9626,2
45,46,221.84,83.64,0.8628878829626714,40,10,131.53,1.0,11.56,32.99,100,0.3503937007874015,2.2184,3
46,47,81.82,46.34,0.8685765443151298,21,10,48.51,0.525,9.61,13.64,100,0.7047619047619048,0.8181999999999999,1
47,48,79.39,39.68,0.8962300076161462,13,10,47.07,0.325,9.22,11.69,100,0.7888888888888889,0.7939,1
48,49,53.8,37.11,0.8880846325167038,12,10,31.9,0.3,6.1,11.69,100,0.5222222222222223,0.5379999999999999,1
49,50,176.52,66.24,0.9086646987324188,31,10,104.66,0.775,12.08,22.99,100,0.5254237288135594,1.7652,3
50,51,118.3,51.55,0.9083139083139083,22,10,70.14,0.55,10.39,17.27,100,0.6015037593984962,1.183,2
51,52,101.45,51.91,0.8659660236107112,21,10,60.15,0.525,10.65,13.25,100,0.803921568627451,1.0145,2
52,53,104.17,46.39,0.903716710564823,13,10,61.76,0.325,10.39,12.34,100,0.8421052631578947,1.0417,2
53,54,105.73,44.06,0.9306710213776722,12,10,62.69,0.3,10.0,14.03,100,0.7129629629629629,1.0573,2
54,55,72.88,44.64,0.8375654196549719,17,10,43.21,0.425,8.7,11.43,100,0.7613636363636364,0.7288,1
55,56,101.47,49.36,0.8707482993197279,19,10,60.16,0.475,10.52,15.19,100,0.6923076923076923,1.0147,2
56,57,83.57,43.11,0.8929536853487114,16,10,49.55,0.4,9.61,12.86,100,0.7474747474747475,0.8356999999999999,2
57,58,74.04,39.61,0.9115448504983388,13,10,43.9,0.325,9.35,11.17,100,0.8372093023255814,0.7404000000000001,1
58,59,116.63,51.45,0.896887159533074,23,10,69.15,0.575,11.95,15.06,100,0.7931034482758621,1.1663,2
59,60,66.45,38.63,0.8979033728350045,15,10,39.4,0.375,8.31,11.04,100,0.7529411764705882,0.6645,1
60,61,87.6,40.64,0.9110682336432204,13,10,51.94,0.325,10.0,11.43,100,0.875,0.8759999999999999,2
61,62,106.27,44.68,0.9206604324956166,15,10,63.01,0.375,10.65,13.64,100,0.780952380952381,1.0627,2
62,63,153.16,62.51,0.842784222737819,31,10,90.81,0.775,11.56,22.34,100,0.5174418604651163,1.5316,2
63,64,102.28,44.83,0.9283527250459276,17,10,60.64,0.425,10.78,14.16,100,0.7614678899082569,1.0228,2
64,65,102.73,48.51,0.8479743839621328,21,10,60.91,0.525,11.69,12.47,100,0.9375,1.0273,2
65,66,94.92,42.9,0.8944691671964399,13,10,56.28,0.325,11.82,11.17,100,1.058139534883721,0.9492,2
66,67,56.35,40.49,0.8635306280692685,18,10,33.41,0.45,12.21,7.4,100,1.649122807017544,0.5635,1
67,68,103.86,62.2,0.7508840385318863,33,10,61.58,0.825,12.73,15.71,100,0.8099173553719008,1.0386,2
68,69,56.3,36.52,0.8731362804080565,16,10,33.38,0.4,7.66,10.39,100,0.7375,0.563,1
69,70,95.24,43.58,0.9072943444730076,16,10,56.47,0.4,10.65,12.47,100,0.8541666666666666,0.9524,2
70,71,141.14,54.24,0.8993981083404987,23,10,83.68,0.575,14.94,13.51,100,1.1057692307692308,1.4113999999999998,2
71,72,72.27,40.61,0.9115081897468624,15,10,42.85,0.375,9.61,10.26,100,0.9367088607594936,0.7227,1
72,73,93.24,46.23,0.8880321285140562,21,10,55.28,0.525,10.52,12.34,100,0.8526315789473684,0.9324,2
73,74,593.13,175.18,0.827419886123006,69,10,351.67,1.725,14.03,71.43,100,0.1963636363636363,5.9313,3
74,75,111.84,50.42,0.8644244557424065,29,10,66.31,0.725,12.21,13.64,100,0.8952380952380953,1.1184,2
75,76,123.73,50.06,0.9184925503943908,20,10,73.36,0.5,11.56,14.03,100,0.8240740740740741,1.2373,2
76,77,100.88,44.68,0.909657794676806,12,10,59.81,0.3,10.91,11.95,100,0.9130434782608696,1.0088,2
77,78,102.83,44.63,0.9151906334434105,14,10,60.97,0.35,10.0,13.9,100,0.719626168224299,1.0283,2
78,79,102.68,45.31,0.9063570046151556,19,10,60.88,0.475,10.13,12.86,100,0.7878787878787878,1.0268000000000002,2
79,80,101.35,49.3,0.8706172124022022,27,10,60.09,0.675,10.13,15.71,100,0.6446280991735537,1.0134999999999998,2
80,81,106.19,45.84,0.926018532137079,16,10,62.96,0.4,11.04,11.56,100,0.9550561797752808,1.0619,2
81,82,114.98,48.03,0.9117293031964692,13,10,68.17,0.325,10.91,13.9,100,0.7850467289719626,1.1498,2
82,83,88.92,42.36,0.912742382271468,16,10,52.72,0.4,9.87,10.91,100,0.9047619047619048,0.8892,2
83,84,77.65,43.11,0.8804742780646395,16,10,46.04,0.4,9.48,11.3,100,0.8390804597701149,0.7765000000000001,1
84,85,101.42,54.22,0.8853062426383981,25,10,60.13,0.625,12.08,15.97,100,0.7560975609756098,1.0142,2
85,86,122.62,54.57,0.9061448336033904,25,10,72.7,0.625,12.6,16.36,100,0.7698412698412699,1.2262,2
86,87,87.27,46.51,0.8913006029285099,17,10,51.74,0.425,9.35,13.25,100,0.7058823529411765,0.8726999999999999,2
87,88,78.9,38.39,0.9129586260733802,13,10,46.78,0.325,8.96,12.73,100,0.7040816326530612,0.789,1
88,89,122.58,55.54,0.8796901476640039,26,10,72.68,0.65,13.12,14.42,100,0.90990990990991,1.2258,2
89,90,82.49,42.81,0.8849285326578614,24,10,48.91,0.6,11.17,11.43,100,0.9772727272727272,0.8249,2
90,91,185.26,66.02,0.8877394326355774,25,10,109.84,0.625,11.82,22.47,100,0.5260115606936416,1.8526,3
91,92,63.32,37.94,0.8970131421744325,16,10,37.54,0.4,12.6,8.7,100,1.4477611940298507,0.6332,1
92,93,102.23,49.96,0.8816,23,10,60.61,0.575,12.47,12.86,100,0.9696969696969696,1.0223,2
93,94,67.77,36.78,0.9021104625056128,11,10,40.18,0.275,9.48,9.22,100,1.028169014084507,0.6777,1
94,95,121.05,56.67,0.8490476753815214,29,10,71.77,0.725,12.34,17.01,100,0.7251908396946565,1.2105,2
95,96,109.98,58.32,0.7993380730571218,25,10,65.21,0.625,13.77,17.79,100,0.7737226277372263,1.0998,2
96,97,1.91,8.16,0.6494252873563219,2,10,1.13,0.05,1.43,3.12,100,0.4583333333333333,0.0191,0
97,98,102.43,51.11,0.8973108747044918,21,10,60.73,0.525,11.04,11.82,100,0.934065934065934,1.0243,2
98,99,90.79,43.14,0.906076418111429,18,10,53.83,0.45,9.87,12.47,100,0.7916666666666666,0.9079,2
99,100,81.48,42.82,0.864685877930911,16,10,48.31,0.4,10.13,11.43,100,0.8863636363636364,0.8148000000000001,1
100,101,96.85,42.84,0.9241912119748914,12,10,57.42,0.3,10.26,11.69,100,0.8777777777777778,0.9685,2
101,102,85.55,45.51,0.8951641369572891,19,10,50.72,0.475,12.6,10.13,100,1.2435897435897436,0.8554999999999999,2
102,103,61.85,36.12,0.8802208353336534,11,10,36.67,0.275,8.44,9.87,100,0.8552631578947368,0.6185,1
103,104,10.47,41.42,0.5510204081632653,15,10,6.21,0.375,4.42,6.49,100,0.68,0.1047,1
104,105,80.22,40.03,0.9356679126500098,16,10,47.56,0.4,10.13,10.65,100,0.951219512195122,0.8022,1
105,106,201.18,65.99,0.9117174959871588,33,10,119.28,0.825,20.0,14.81,100,1.350877192982456,2.0118,3
106,107,105.11,47.62,0.913649025069638,24,10,62.32,0.6,11.82,13.38,100,0.883495145631068,1.0511,2
107,108,90.55,46.47,0.8553449099888482,20,10,53.69,0.5,10.52,12.47,100,0.84375,0.9055,2
108,109,10.49,45.73,0.5123558484349259,15,10,6.22,0.375,6.36,3.9,100,1.6333333333333333,0.1049,1
109,110,75.26,42.61,0.8811216429699842,14,10,44.62,0.35,9.09,10.78,100,0.8433734939759037,0.7526,1
110,111,81.51,42.19,0.9003353204172876,16,10,48.33,0.4,10.26,10.78,100,0.9518072289156626,0.8151,1
111,112,89.93,40.69,0.922172258734002,13,10,53.32,0.325,10.0,11.69,100,0.8555555555555555,0.8993000000000001,2
112,113,110.78,49.63,0.9157836029001674,19,10,65.68,0.475,8.83,17.92,100,0.4927536231884058,1.1078,2
0,1,28626.17,1224.09,0.9188638294163284,638,100,169.7249,1.595,211.56,189.87,10000,1.1142270861833106,2.862617,3
0,1,356.3,106.09,0.8530872672939466,56,20,52.8125,0.7,20.0,25.19,400,0.7938144329896907,0.89075,2
1,2,354.01,118.25,0.8469795407772084,62,20,52.4725,0.775,18.57,32.6,400,0.5697211155378487,0.885025,2
2,3,407.83,102.64,0.8990518683770218,40,20,60.45,0.5,20.78,23.38,400,0.8888888888888888,1.019575,2
3,4,322.3,89.99,0.8761978999495621,32,20,47.7725,0.4,18.7,22.21,400,0.8421052631578947,0.8057500000000001,2
4,5,372.29,101.09,0.8918023514201446,55,20,55.1825,0.6875,22.47,26.23,400,0.8564356435643564,0.930725,2
5,6,330.83,89.58,0.9093648585999072,47,20,49.0375,0.5875,19.22,20.78,400,0.925,0.827075,2
6,7,253.8,80.62,0.8756983240223464,40,20,37.62,0.5,21.3,19.61,400,1.086092715231788,0.6345000000000001,1
7,8,25.75,85.02,0.5004916420845624,40,20,3.8175,0.5,7.92,9.87,400,0.8026315789473685,0.064375,1
8,9,305.72,87.74,0.9137009779211616,33,20,45.315,0.4125,19.87,19.61,400,1.0132450331125828,0.7643000000000001,2
9,10,444.0,143.7,0.7310063312229257,75,20,65.8125,0.9375,35.58,23.38,400,1.522222222222222,1.11,2
10,11,202.83,114.02,0.8249416929619975,54,20,30.065,0.675,10.26,30.78,400,0.3333333333333333,0.507075,1
11,12,345.07,93.5,0.878709788257527,39,20,51.1475,0.4875,21.82,21.95,400,0.9940828402366864,0.862675,2
12,13,383.47,97.76,0.898869297066498,53,20,56.84,0.6625,20.78,22.21,400,0.935672514619883,0.958675,2
13,14,342.55,87.65,0.9102724991036214,34,20,50.775,0.425,18.57,21.43,400,0.8666666666666667,0.856375,2
14,15,349.84,97.96,0.9155998940584444,43,20,51.855,0.5375,19.61,24.42,400,0.8031914893617021,0.8745999999999999,2
15,16,383.82,97.71,0.915774647887324,43,20,56.8925,0.5375,21.17,22.08,400,0.9588235294117649,0.95955,2
16,17,394.16,102.49,0.8889311525294789,54,20,58.425,0.675,20.78,27.27,400,0.7619047619047619,0.9854,2
17,18,312.6,95.47,0.8720651202183222,45,20,46.335,0.5625,21.17,21.82,400,0.9702380952380952,0.7815000000000001,2
18,19,432.3,115.16,0.8756448361859861,46,20,64.0775,0.575,26.36,22.08,400,1.1941176470588235,1.08075,2
19,20,362.91,91.89,0.9275768418329956,26,20,53.7925,0.325,19.74,22.21,400,0.8888888888888888,0.907275,2
20,21,380.37,96.97,0.902152172173774,46,20,56.38,0.575,20.52,24.55,400,0.8359788359788359,0.950925,2
21,22,343.94,89.05,0.8925460673173721,36,20,50.98,0.45,18.7,24.42,400,0.7659574468085106,0.85985,2
22,23,289.59,79.36,0.9193125234245328,28,20,42.925,0.35,16.62,20.78,400,0.8,0.7239749999999999,2
23,24,412.09,96.36,0.922139190821256,43,20,61.0825,0.5375,20.52,25.97,400,0.79,1.030225,2
24,25,412.7,108.01,0.883963729634045,44,20,61.1725,0.55,20.78,28.44,400,0.730593607305936,1.03175,2
25,26,595.29,121.07,0.9264265840726548,68,20,88.2375,0.85,29.09,25.45,400,1.1428571428571428,1.488225,3
26,27,582.2,131.21,0.8929098010812488,63,20,86.2975,0.7875,39.09,25.84,400,1.5125628140703518,1.4555,3
27,28,398.43,98.98,0.918575261500175,42,20,59.0575,0.525,21.17,25.71,400,0.8232323232323232,0.996075,2
28,29,703.56,157.12,0.8925835580091582,93,20,104.285,1.1625,41.04,24.81,400,1.654450261780105,1.7589,3
29,30,394.91,104.88,0.9138597244447914,50,20,58.535,0.625,20.13,27.79,400,0.7242990654205608,0.987275,2
30,31,92.04,69.54,0.7866512901830762,35,20,13.6425,0.4375,6.88,21.69,400,0.3173652694610778,0.2301,1
31,32,870.89,167.82,0.9157090161027168,101,20,129.0875,1.2625,46.62,35.45,400,1.315018315018315,2.177225,3
32,33,449.27,125.56,0.8038931643277502,56,20,66.5925,0.7,19.22,34.94,400,0.550185873605948,1.123175,2
33,34,362.81,86.15,0.9097483611757242,33,20,53.7775,0.4125,20.65,20.91,400,0.9875776397515528,0.907025,2
34,35,323.65,91.02,0.9043736450183806,39,20,47.9725,0.4875,19.22,21.95,400,0.8757396449704142,0.809125,2
35,36,288.09,90.54,0.8927974074848422,42,20,42.7025,0.525,20.52,18.05,400,1.1366906474820144,0.7202249999999999,2
36,37,282.73,81.9,0.889755838641189,35,20,41.9075,0.4375,19.35,18.05,400,1.0719424460431657,0.706825,2
37,38,377.31,95.4,0.9169945892769308,35,20,55.9275,0.4375,20.78,21.82,400,0.9523809523809524,0.943275,2
38,39,343.08,99.11,0.8818989811402558,47,20,50.8525,0.5875,20.91,22.21,400,0.9415204678362572,0.8576999999999999,2
39,40,442.64,123.35,0.808677163898561,65,20,65.61,0.8125,21.56,30.91,400,0.6974789915966386,1.1066,2
40,41,370.79,92.83,0.913108489782356,37,20,54.96,0.4625,20.52,23.38,400,0.8777777777777778,0.926975,2
41,42,318.21,93.21,0.893450774257707,41,20,47.1675,0.5125,19.09,21.69,400,0.8802395209580839,0.7955249999999999,2
42,43,359.59,98.81,0.9293404821062726,39,20,53.3,0.4875,19.74,21.43,400,0.9212121212121211,0.898975,2
43,44,357.72,90.67,0.9170666320750638,34,20,53.0225,0.425,20.26,21.3,400,0.951219512195122,0.8943000000000001,2
44,45,408.15,104.93,0.9188912094171257,39,20,60.4975,0.4875,21.43,24.16,400,0.8870967741935484,1.020375,2
45,46,302.48,80.06,0.9047979415771152,37,20,44.835,0.4625,19.87,21.17,400,0.9386503067484664,0.7562000000000001,2
46,47,337.51,90.5,0.9284985152190052,37,20,50.0275,0.4625,19.61,22.21,400,0.8830409356725146,0.8437749999999999,2
47,48,257.29,83.11,0.9058250697702036,34,20,38.1375,0.425,18.44,19.61,400,0.9403973509933776,0.643225,1
48,49,329.95,87.3,0.909906976744186,36,20,48.9075,0.45,20.78,20.13,400,1.032258064516129,0.824875,2
49,50,522.43,121.38,0.8980082915374134,49,20,77.4375,0.6125,33.12,22.08,400,1.5,1.306075,3
50,51,276.27,82.96,0.905823148813803,37,20,40.95,0.4625,20.91,16.75,400,1.248062015503876,0.6906749999999999,2
51,52,2.29,7.74,0.7195767195767195,1,20,0.34,0.0125,1.82,2.73,400,0.6666666666666666,0.005725,0
52,53,340.26,104.24,0.906859660163625,54,20,50.435,0.675,22.73,19.35,400,1.174496644295302,0.85065,2
53,54,285.22,93.47,0.8978974195603695,42,20,42.2775,0.525,19.74,18.31,400,1.0780141843971631,0.7130500000000001,2
54,55,313.1,92.8,0.9016465102724756,44,20,46.41,0.55,19.09,20.39,400,0.9363057324840764,0.7827500000000001,2
0,1,1786.05,782.53,0.7245588466722773,443,30,117.66111111111113,3.691666666666667,162.86,19.74,900,8.25,1.9845,3
1,2,748.29,127.47,0.9333529684015652,52,30,49.29555555555555,0.4333333333333333,29.22,30.91,900,0.9453781512605042,0.8314333333333332,2
2,3,826.28,144.94,0.9346204475647214,68,30,54.43333333333333,0.5666666666666667,34.94,29.22,900,1.1955555555555557,0.9180888888888888,2
3,4,712.63,137.95,0.9028590965425872,68,30,46.946666666666665,0.5666666666666667,33.12,33.51,900,0.9883720930232558,0.7918111111111111,1
4,5,703.02,128.03,0.9116598499595372,64,30,46.31333333333333,0.5333333333333333,30.39,28.31,900,1.073394495412844,0.7811333333333333,1
5,6,778.22,139.19,0.9308250958240872,77,30,51.26777777777778,0.6416666666666667,31.43,29.22,900,1.0755555555555556,0.864688888888889,2
6,7,804.67,143.62,0.870935942605743,66,30,53.01,0.55,34.03,34.29,900,0.9924242424242424,0.8940777777777777,2
7,8,852.55,165.37,0.937063196336874,81,30,56.16444444444444,0.675,33.77,34.16,900,0.988593155893536,0.9472777777777778,2
8,9,779.35,131.36,0.9464973371569028,62,30,51.34222222222222,0.5166666666666667,34.16,29.22,900,1.1688888888888889,0.8659444444444445,2
9,10,818.91,142.74,0.932008830022075,76,30,53.94777777777778,0.6333333333333333,36.23,30.65,900,1.1822033898305084,0.9099,2
10,11,664.65,128.6,0.9254814466885862,54,30,43.785555555555554,0.45,33.38,23.77,900,1.4043715846994536,0.7384999999999999,1
11,12,785.24,130.68,0.9474937419866902,52,30,51.73,0.4333333333333333,29.87,30.39,900,0.9829059829059827,0.8724888888888889,2
12,13,514.67,108.02,0.9457616612428328,63,30,33.90555555555556,0.525,30.78,27.53,900,1.1179245283018868,0.5718555555555556,1
13,14,659.18,139.87,0.929021369654615,68,30,43.42555555555556,0.5666666666666667,28.05,28.96,900,0.968609865470852,0.7324222222222222,1
14,15,784.06,132.99,0.9360301224226804,60,30,51.65222222222222,0.5,30.13,34.16,900,0.8821292775665399,0.8711777777777777,2
15,16,770.03,138.17,0.921504117552075,62,30,50.727777777777774,0.5166666666666667,28.57,31.17,900,0.9166666666666666,0.8555888888888888,2
16,17,836.56,145.26,0.9173972552065992,61,30,55.11111111111112,0.5083333333333333,32.47,31.17,900,1.0416666666666667,0.9295111111111112,2
17,18,747.39,132.8,0.9235145780797366,68,30,49.236666666666665,0.5666666666666667,31.56,29.61,900,1.0657894736842106,0.8304333333333334,2
18,19,1315.03,216.41,0.7956080736341558,103,30,86.63111111111111,0.8583333333333333,55.32,32.08,900,1.7246963562753037,1.4611444444444444,3
19,20,746.2,135.8,0.9218811860557188,52,30,49.15777777777778,0.4333333333333333,29.87,30.0,900,0.9956709956709956,0.8291111111111111,2
20,21,744.34,127.63,0.934386314073384,57,30,49.035555555555554,0.475,32.21,28.7,900,1.1221719457013577,0.8270444444444445,2
21,22,677.72,131.31,0.9219438325991188,62,30,44.64666666666667,0.5166666666666667,27.27,29.22,900,0.9333333333333332,0.7530222222222223,1
22,23,317.34,132.82,0.8418721195579221,71,30,20.905555555555555,0.5916666666666667,19.35,30.65,900,0.6313559322033898,0.3525999999999999,1
23,24,785.34,130.89,0.9274574245593068,45,30,51.736666666666665,0.375,32.73,28.18,900,1.1612903225806452,0.8726,2
24,25,752.06,126.3,0.9306645516780764,45,30,49.54444444444445,0.375,32.34,27.53,900,1.1745283018867925,0.8356222222222222,2
25,26,500.3,111.4,0.9015561364050818,58,30,32.958888888888886,0.4833333333333333,28.05,25.32,900,1.1076923076923078,0.5558888888888889,1
26,27,852.69,141.68,0.9435786408854216,74,30,56.17333333333333,0.6166666666666667,40.39,29.61,900,1.3640350877192982,0.9474333333333332,2
27,28,706.46,123.72,0.9523441407848664,58,30,46.54,0.4833333333333333,30.39,27.4,900,1.1090047393364928,0.7849555555555556,1
0,1,138.44,187.8,0.8016407852329329,88,40,5.13,0.55,24.81,13.12,1600,1.891089108910891,0.086525,1
1,2,176.59,102.0,0.8091815441687921,46,40,6.54375,0.2875,29.48,8.96,1600,3.289855072463768,0.11036875,1
2,3,211.54,115.24,0.7976341897735945,41,40,7.83875,0.25625,38.44,8.96,1600,4.2898550724637685,0.1322124999999999,1
3,4,474.18,171.25,0.8370998957868095,88,40,17.57125,0.55,28.96,22.86,1600,1.2670454545454546,0.2963625,1
4,5,2.29,7.33,0.6974358974358974,1,40,0.085,0.00625,2.47,1.95,1600,1.2666666666666666,0.00143125,0
5,6,1460.58,180.51,0.938762236170282,71,40,54.12375,0.44375,45.32,37.79,1600,1.1993127147766325,0.9128625,2
6,7,1318.96,165.02,0.9350160218087904,54,40,48.875625,0.3375,37.92,40.13,1600,0.9449838187702264,0.82435,2
7,8,1336.72,178.95,0.922083512699096,79,40,49.53375,0.49375,43.77,37.01,1600,1.182456140350877,0.83545,2
8,9,987.04,144.96,0.9359177341713444,62,40,36.57625,0.3875,35.71,31.3,1600,1.1410788381742738,0.6169,1
9,10,1754.53,198.95,0.941582186821144,99,40,65.01625,0.61875,54.29,42.73,1600,1.270516717325228,1.09658125,2
10,11,1357.26,173.17,0.9533128783481216,76,40,50.295,0.475,40.0,40.39,1600,0.990353697749196,0.8482875,2
11,12,1199.2,164.14,0.8960089725656245,56,40,44.438125,0.35,43.51,32.86,1600,1.3241106719367588,0.7495,1
12,13,689.96,128.84,0.9278925760428244,58,40,25.5675,0.3625,40.39,20.13,1600,2.0064516129032257,0.431225,1
13,14,1815.07,260.39,0.7400866515370332,141,40,67.26,0.88125,60.0,52.73,1600,1.137931034482759,1.13441875,2
14,15,1484.48,194.12,0.92697132144625,107,40,55.009375,0.66875,48.44,46.88,1600,1.0332409972299168,0.9278,2
15,16,1258.69,159.94,0.9409421020778695,46,40,46.6425,0.2875,35.32,39.48,1600,0.8947368421052632,0.78668125,1
16,17,1042.53,153.79,0.938579042470808,69,40,38.6325,0.43125,41.04,30.13,1600,1.362068965517241,0.65158125,1
17,18,1409.09,176.52,0.9474370605579496,77,40,52.215625,0.48125,42.21,38.83,1600,1.0869565217391304,0.88068125,2
18,19,1355.91,186.35,0.9332822531025436,84,40,50.245,0.525,42.86,39.09,1600,1.0963455149501662,0.84744375,2
19,20,1502.22,237.57,0.8712924557833777,122,40,55.666875,0.7625,54.81,41.04,1600,1.3354430379746836,0.9388875,2
20,21,1343.29,192.9,0.938921308576481,87,40,49.7775,0.54375,41.82,39.09,1600,1.069767441860465,0.83955625,2
0,1,233.45,133.19,0.7490529278060396,50,50,5.5364,0.25,44.81,9.09,2500,4.928571428571429,0.0933799999999999,1
1,2,21.12,32.38,0.7854454203262233,14,50,0.5008,0.07,4.94,7.79,2500,0.6333333333333333,0.008448,1
2,3,221.91,208.75,0.7620619750941211,102,50,5.2628,0.51,40.0,8.83,2500,4.529411764705882,0.088764,1
